x,y,ref,rmse_ref,variance_ref,variable,value,rmse,variance
4342912.5,4097937.5,248.7259811308635,0.0,0.0,sensor_hq,248.7259811308635,0.0,0.0
4342737.5,4098337.5,275.8705333659919,0.0,0.0,sensor_hq,275.8705333659919,0.0,0.0
4342762.5,4088737.5,326.3786345268263,0.0,0.0,sensor_hq,326.3786345268263,0.0,0.0
4349262.5,4088137.5,38.17801899482357,0.0,0.0,sensor_hq,38.17801899482357,0.0,0.0
4347337.5,4088612.5,155.91652403173487,0.0,0.0,sensor_hq,155.91652403173487,0.0,0.0
4351362.5,4096162.5,306.53291013234013,0.0,0.0,sensor_hq,306.53291013234013,0.0,0.0
4342187.5,4098337.5,299.92944961365794,0.0,0.0,sensor_hq,299.92944961365794,0.0,0.0
4342687.5,4085937.5,375.2636167612817,0.0,0.0,sensor_hq,375.2636167612817,0.0,0.0
4348862.5,4085312.5,23.344209093655543,0.0,0.0,sensor_hq,23.344209093655543,0.0,0.0
4354187.5,4096187.5,218.7785334876509,0.0,0.0,sensor_hq,218.7785334876509,0.0,0.0
4348112.5,4094162.5,161.6845625055467,0.0,0.0,sensor_hq,161.6845625055467,0.0,0.0
4347687.5,4094387.5,280.3824985108214,0.0,0.0,sensor_hq,280.3824985108214,0.0,0.0
4344912.5,4086687.5,270.6767863947598,0.0,0.0,sensor_hq,270.6767863947598,0.0,0.0
4342712.5,4088187.5,324.711187796592,0.0,0.0,sensor_hq,324.711187796592,0.0,0.0
4348737.5,4093112.5,171.25141950020483,0.0,0.0,sensor_hq,171.25141950020483,0.0,0.0
4352062.5,4094062.5,199.6802016991,0.0,0.0,sensor_hq,199.6802016991,0.0,0.0
4348537.5,4091137.5,66.99999959980215,0.0,0.0,sensor_hq,66.99999959980215,0.0,0.0
4346987.5,4087987.5,143.8654945661431,0.0,0.0,sensor_hq,143.8654945661431,0.0,0.0
4345937.5,4085812.5,257.4394790607544,0.0,0.0,sensor_hq,257.4394790607544,0.0,0.0
4343387.5,4090237.5,413.49151894872347,0.0,0.0,sensor_hq,413.49151894872347,0.0,0.0
4348212.5,4092112.5,130.63413322961134,0.0,0.0,sensor_hq,130.63413322961134,0.0,0.0
4345412.5,4085712.5,248.875603895988,0.0,0.0,sensor_hq,248.875603895988,0.0,0.0
4342337.5,4095837.5,379.0311742087752,0.0,0.0,sensor_hq,379.0311742087752,0.0,0.0
4349087.5,4096362.5,272.2004827033476,0.0,0.0,sensor_hq,272.2004827033476,0.0,0.0
4349837.5,4099012.5,407.7439457450538,0.0,0.0,sensor_hq,407.7439457450538,0.0,0.0
4352862.5,4085137.5,35.530585678199074,0.0,0.0,sensor_hq,35.530585678199074,0.0,0.0
4353437.5,4095912.5,215.9627344241688,0.0,0.0,sensor_hq,215.9627344241688,0.0,0.0
4349987.5,4096537.5,265.6660699358352,0.0,0.0,sensor_hq,265.6660699358352,0.0,0.0
4351487.5,4098287.5,407.3118635021109,0.0,0.0,sensor_hq,407.3118635021109,0.0,0.0
4347837.5,4096962.5,161.07357556932993,0.0,0.0,sensor_hq,161.07357556932993,0.0,0.0
4353187.5,4089287.5,44.67462714229245,0.0,0.0,sensor_hq,44.67462714229245,0.0,0.0
4354262.5,4093362.5,146.43855848161826,0.0,0.0,sensor_hq,146.43855848161826,0.0,0.0
4344787.5,4085237.5,178.8724093624724,0.0,0.0,sensor_hq,178.8724093624724,0.0,0.0
4342462.5,4092312.5,367.1520654386469,0.0,0.0,sensor_hq,367.1520654386469,0.0,0.0
4353737.5,4095962.5,223.4145390327689,0.0,0.0,sensor_hq,223.4145390327689,0.0,0.0
4354262.5,4090787.5,74.38248154295131,0.0,0.0,sensor_hq,74.38248154295131,0.0,0.0
4353862.5,4098362.5,298.3652498429012,0.0,0.0,sensor_hq,298.3652498429012,0.0,0.0
4355837.5,4095812.5,155.83093434194183,0.0,0.0,sensor_hq,155.83093434194183,0.0,0.0
4352512.5,4091912.5,95.37225695666751,0.0,0.0,sensor_hq,95.37225695666751,0.0,0.0
4350462.5,4098087.5,436.0556363960956,0.0,0.0,sensor_hq,436.0556363960956,0.0,0.0
4349987.5,4086362.5,20.87226061028249,0.0,0.0,sensor_hq,20.87226061028249,0.0,0.0
4354487.5,4098287.5,215.24924479056665,0.0,0.0,sensor_hq,215.24924479056665,0.0,0.0
4351487.5,4091937.5,106.2258753408541,0.0,0.0,sensor_hq,106.2258753408541,0.0,0.0
4355737.5,4090962.5,64.82732306469865,0.0,0.0,sensor_hq,64.82732306469865,0.0,0.0
4353137.5,4098012.5,380.1821389415744,0.0,0.0,sensor_hq,380.1821389415744,0.0,0.0
4343912.5,4096537.5,294.50350004062494,0.0,0.0,sensor_hq,294.50350004062494,0.0,0.0
4354787.5,4095062.5,158.60871519850733,0.0,0.0,sensor_hq,158.60871519850733,0.0,0.0
4352812.5,4090662.5,73.48718728483426,0.0,0.0,sensor_hq,73.48718728483426,0.0,0.0
4348537.5,4089862.5,41.01762602955205,0.0,0.0,sensor_hq,41.01762602955205,0.0,0.0
4347762.5,4093337.5,267.7815347098009,0.0,0.0,sensor_hq,267.7815347098009,0.0,0.0
4345587.5,4097012.5,335.1312030691715,0.0,0.0,sensor_hq,335.1312030691715,0.0,0.0
4350662.5,4089937.5,109.1737424016649,0.0,0.0,sensor_hq,109.1737424016649,0.0,0.0
4350862.5,4095462.5,267.57994947916285,0.0,0.0,sensor_hq,267.57994947916285,0.0,0.0
4349112.5,4095137.5,156.79540272952022,0.0,0.0,sensor_hq,156.79540272952022,0.0,0.0
4349587.5,4089712.5,60.77806458208448,0.0,0.0,sensor_hq,60.77806458208448,0.0,0.0
4343137.5,4095487.5,273.7618712714972,0.0,0.0,sensor_hq,273.7618712714972,0.0,0.0
4352862.5,4097937.5,362.52546250695184,0.0,0.0,sensor_hq,362.52546250695184,0.0,0.0
4350137.5,4093387.5,191.8127916066026,0.0,0.0,sensor_hq,191.8127916066026,0.0,0.0
4355187.5,4086487.5,13.409938184808292,0.0,0.0,sensor_hq,13.409938184808292,0.0,0.0
4350112.5,4095687.5,223.17116335258427,0.0,0.0,sensor_hq,223.17116335258427,0.0,0.0
4352087.5,4085137.5,18.33925649111611,0.0,0.0,sensor_hq,18.33925649111611,0.0,0.0
4354287.5,4098487.5,258.0869133924924,0.0,0.0,sensor_hq,258.0869133924924,0.0,0.0
4350637.5,4095187.5,292.41538855441286,0.0,0.0,sensor_hq,292.41538855441286,0.0,0.0
4342862.5,4093887.5,293.4912831953221,0.0,0.0,sensor_hq,293.4912831953221,0.0,0.0
4350237.5,4096987.5,351.9039282405966,0.0,0.0,sensor_hq,351.9039282405966,0.0,0.0
4343262.5,4094937.5,290.39318966656026,0.0,0.0,sensor_hq,290.39318966656026,0.0,0.0
4354062.5,4096212.5,225.6519999563058,0.0,0.0,sensor_hq,225.6519999563058,0.0,0.0
4348987.5,4085712.5,30.22937482911415,0.0,0.0,sensor_hq,30.22937482911415,0.0,0.0
4355312.5,4091237.5,74.12110688366475,0.0,0.0,sensor_hq,74.12110688366475,0.0,0.0
4354387.5,4095087.5,170.07369861348766,0.0,0.0,sensor_hq,170.07369861348766,0.0,0.0
4348537.5,4095962.5,165.97899692604304,0.0,0.0,sensor_hq,165.97899692604304,0.0,0.0
4355337.5,4092962.5,116.03973812484064,0.0,0.0,sensor_hq,116.03973812484064,0.0,0.0
4353912.5,4088587.5,19.42452967654581,0.0,0.0,sensor_hq,19.42452967654581,0.0,0.0
4343312.5,4092962.5,262.8053143703883,0.0,0.0,sensor_hq,262.8053143703883,0.0,0.0
4345937.5,4088162.5,174.90859427529608,0.0,0.0,sensor_hq,174.90859427529608,0.0,0.0
4347862.5,4092012.5,116.28188219565487,0.0,0.0,sensor_hq,116.28188219565487,0.0,0.0
4344887.5,4095887.5,416.4854786662669,0.0,0.0,sensor_hq,416.4854786662669,0.0,0.0
4342687.5,4098637.5,340.61137112996795,0.0,0.0,sensor_hq,340.61137112996795,0.0,0.0
4343062.5,4091237.5,390.0465509457202,0.0,0.0,sensor_hq,390.0465509457202,0.0,0.0
4347737.5,4085837.5,55.64804376967956,0.0,0.0,sensor_hq,55.64804376967956,0.0,0.0
4350562.5,4089462.5,107.31002664125678,0.0,0.0,sensor_hq,107.31002664125678,0.0,0.0
4345437.5,4089612.5,178.99814631542014,0.0,0.0,sensor_hq,178.99814631542014,0.0,0.0
4342312.5,4095337.5,301.7600430981247,0.0,0.0,sensor_hq,301.7600430981247,0.0,0.0
4355387.5,4098137.5,160.1041407368403,0.0,0.0,sensor_hq,160.1041407368403,0.0,0.0
4346087.5,4096012.5,341.48519416676504,0.0,0.0,sensor_hq,341.48519416676504,0.0,0.0
4345762.5,4089187.5,177.72452766501738,0.0,0.0,sensor_hq,177.72452766501738,0.0,0.0
4348362.5,4096362.5,201.21390301432723,0.0,0.0,sensor_hq,201.21390301432723,0.0,0.0
4346862.5,4086562.5,103.8224447641062,0.0,0.0,sensor_hq,103.8224447641062,0.0,0.0
4353387.5,4097337.5,292.48950017545326,0.0,0.0,sensor_hq,292.48950017545326,0.0,0.0
4348537.5,4086837.5,71.59607110385092,0.0,0.0,sensor_hq,71.59607110385092,0.0,0.0
4353087.5,4096112.5,233.0790494172484,0.0,0.0,sensor_hq,233.0790494172484,0.0,0.0
4352837.5,4095162.5,197.54737656547252,0.0,0.0,sensor_hq,197.54737656547252,0.0,0.0
4344012.5,4089412.5,388.1257867097087,0.0,0.0,sensor_hq,388.1257867097087,0.0,0.0
4350562.5,4085687.5,29.82959471315232,0.0,0.0,sensor_hq,29.82959471315232,0.0,0.0
4355912.5,4091662.5,74.30937106839295,0.0,0.0,sensor_hq,74.30937106839295,0.0,0.0
4351762.5,4091187.5,95.87954359410216,0.0,0.0,sensor_hq,95.87954359410216,0.0,0.0
4350787.5,4095737.5,283.6443209267077,0.0,0.0,sensor_hq,283.6443209267077,0.0,0.0
4344637.5,4089962.5,414.11115331907513,0.0,0.0,sensor_hq,414.11115331907513,0.0,0.0
4346737.5,4087187.5,114.6308537208357,0.0,0.0,sensor_hq,114.6308537208357,0.0,0.0
4345412.5,4087537.5,208.00118371710477,0.0,0.0,sensor_hq,208.00118371710477,0.0,0.0
4352987.5,4097937.5,367.9834150510487,0.0,0.0,sensor_hq,367.9834150510487,0.0,0.0
4348412.5,4096112.5,168.59274798207872,0.0,0.0,sensor_hq,168.59274798207872,0.0,0.0
4346662.5,4095362.5,282.14062404733124,0.0,0.0,sensor_hq,282.14062404733124,0.0,0.0
4352437.5,4089762.5,41.10037355238136,0.0,0.0,sensor_hq,41.10037355238136,0.0,0.0
4349287.5,4086487.5,12.411147964671937,0.0,0.0,sensor_hq,12.411147964671937,0.0,0.0
4344662.5,4094312.5,200.2698154899752,0.0,0.0,sensor_hq,200.2698154899752,0.0,0.0
4347437.5,4092787.5,164.7173666433932,0.0,0.0,sensor_hq,164.7173666433932,0.0,0.0
4347237.5,4093712.5,297.2786728063044,0.0,0.0,sensor_hq,297.2786728063044,0.0,0.0
4355087.5,4094062.5,161.42398030010222,0.0,0.0,sensor_hq,161.42398030010222,0.0,0.0
4354937.5,4095262.5,152.75169334404862,0.0,0.0,sensor_hq,152.75169334404862,0.0,0.0
4349637.5,4096862.5,223.85169386755396,0.0,0.0,sensor_hq,223.85169386755396,0.0,0.0
4354187.5,4097512.5,179.8561013740014,0.0,0.0,sensor_hq,179.8561013740014,0.0,0.0
4342962.5,4087512.5,294.3326885666504,0.0,0.0,sensor_hq,294.3326885666504,0.0,0.0
4343612.5,4089712.5,430.7568793280553,0.0,0.0,sensor_hq,430.7568793280553,0.0,0.0
4350287.5,4087987.5,1.7311452099208888,0.0,0.0,sensor_hq,1.7311452099208888,0.0,0.0
4349087.5,4098837.5,376.0758966319925,0.0,0.0,sensor_hq,376.0758966319925,0.0,0.0
4355537.5,4097962.5,157.76358212372614,0.0,0.0,sensor_hq,157.76358212372614,0.0,0.0
4351487.5,4096462.5,364.83219018725407,0.0,0.0,sensor_hq,364.83219018725407,0.0,0.0
4342312.5,4089137.5,328.9072187635901,0.0,0.0,sensor_hq,328.9072187635901,0.0,0.0
4353712.5,4091137.5,68.49253896069257,0.0,0.0,sensor_hq,68.49253896069257,0.0,0.0
4349012.5,4089262.5,49.67842729163748,0.0,0.0,sensor_hq,49.67842729163748,0.0,0.0
4355112.5,4091537.5,84.68266936833031,0.0,0.0,sensor_hq,84.68266936833031,0.0,0.0
4346762.5,4092262.5,83.92115089554473,0.0,0.0,sensor_hq,83.92115089554473,0.0,0.0
4345287.5,4087612.5,233.72924267483876,0.0,0.0,sensor_hq,233.72924267483876,0.0,0.0
4348362.5,4097237.5,249.3637382952601,0.0,0.0,sensor_hq,249.3637382952601,0.0,0.0
4349862.5,4091737.5,309.57630226547525,0.0,0.0,sensor_hq,309.57630226547525,0.0,0.0
4345462.5,4097787.5,299.785107160415,0.0,0.0,sensor_hq,299.785107160415,0.0,0.0
4348212.5,4096587.5,199.1194127232309,0.0,0.0,sensor_hq,199.1194127232309,0.0,0.0
4348762.5,4094287.5,148.18787295495278,0.0,0.0,sensor_hq,148.18787295495278,0.0,0.0
4347162.5,4098912.5,225.0808013660316,0.0,0.0,sensor_hq,225.0808013660316,0.0,0.0
4352912.5,4092387.5,103.56138741502092,0.0,0.0,sensor_hq,103.56138741502092,0.0,0.0
4352762.5,4097712.5,323.2381305214648,0.0,0.0,sensor_hq,323.2381305214648,0.0,0.0
4351137.5,4091437.5,104.0710457643675,0.0,0.0,sensor_hq,104.0710457643675,0.0,0.0
4347362.5,4096612.5,162.9979044848157,0.0,0.0,sensor_hq,162.9979044848157,0.0,0.0
4344612.5,4086512.5,292.2497581687523,0.0,0.0,sensor_hq,292.2497581687523,0.0,0.0
4349937.5,4090087.5,73.20348411303505,0.0,0.0,sensor_hq,73.20348411303505,0.0,0.0
4354562.5,4095562.5,188.5695671877936,0.0,0.0,sensor_hq,188.5695671877936,0.0,0.0
4356012.5,4097112.5,158.7175807899732,0.0,0.0,sensor_hq,158.7175807899732,0.0,0.0
4349162.5,4097237.5,250.47551381338317,0.0,0.0,sensor_hq,250.47551381338317,0.0,0.0
4350512.5,4096762.5,394.70085286199776,0.0,0.0,sensor_hq,394.70085286199776,0.0,0.0
4344537.5,4088862.5,386.8030045415111,0.0,0.0,sensor_hq,386.8030045415111,0.0,0.0
4344512.5,4085487.5,238.77911210574797,0.0,0.0,sensor_hq,238.77911210574797,0.0,0.0
4349812.5,4096287.5,259.2549674685216,0.0,0.0,sensor_hq,259.2549674685216,0.0,0.0
4343612.5,4087812.5,328.5037361789641,0.0,0.0,sensor_hq,328.5037361789641,0.0,0.0
4352937.5,4086237.5,12.892697566211138,0.0,0.0,sensor_hq,12.892697566211138,0.0,0.0
4346512.5,4098162.5,197.599426730886,0.0,0.0,sensor_hq,197.599426730886,0.0,0.0
4354962.5,4097862.5,182.98892456484185,0.0,0.0,sensor_hq,182.98892456484185,0.0,0.0
4347587.5,4085162.5,44.26177396733424,0.0,0.0,sensor_hq,44.26177396733424,0.0,0.0
4347437.5,4095437.5,179.9673381483969,0.0,0.0,sensor_hq,179.9673381483969,0.0,0.0
4345037.5,4085587.5,211.8242193534045,0.0,0.0,sensor_hq,211.8242193534045,0.0,0.0
4349762.5,4089762.5,67.44559018039952,0.0,0.0,sensor_hq,67.44559018039952,0.0,0.0
4354387.5,4086137.5,19.13812219943372,0.0,0.0,sensor_hq,19.13812219943372,0.0,0.0
4346387.5,4085087.5,244.50055094721455,0.0,0.0,sensor_hq,244.50055094721455,0.0,0.0
4355587.5,4088437.5,7.380647294528088,0.0,0.0,sensor_hq,7.380647294528088,0.0,0.0
4345462.5,4091387.5,141.8096478761026,0.0,0.0,sensor_hq,141.8096478761026,0.0,0.0
4344212.5,4092462.5,284.5522225594544,0.0,0.0,sensor_hq,284.5522225594544,0.0,0.0
4346162.5,4095112.5,363.376810447324,0.0,0.0,sensor_hq,363.376810447324,0.0,0.0
4349087.5,4086362.5,13.16249800942177,0.0,0.0,sensor_hq,13.16249800942177,0.0,0.0
4346587.5,4098987.5,241.56333212884948,0.0,0.0,sensor_hq,241.56333212884948,0.0,0.0
4353137.5,4092312.5,103.5750057426684,0.0,0.0,sensor_hq,103.5750057426684,0.0,0.0
4346037.5,4090212.5,155.86313415555978,0.0,0.0,sensor_hq,155.86313415555978,0.0,0.0
4354162.5,4094037.5,121.0543947690979,0.0,0.0,sensor_hq,121.0543947690979,0.0,0.0
4343787.5,4089162.5,404.25741901164577,0.0,0.0,sensor_hq,404.25741901164577,0.0,0.0
4347212.5,4087662.5,136.9343118526438,0.0,0.0,sensor_hq,136.9343118526438,0.0,0.0
4350587.5,4086462.5,25.934826797620364,0.0,0.0,sensor_hq,25.934826797620364,0.0,0.0
4355212.5,4094562.5,150.36483025196654,0.0,0.0,sensor_hq,150.36483025196654,0.0,0.0
4349687.5,4087287.5,79.80731803429642,0.0,0.0,sensor_hq,79.80731803429642,0.0,0.0
4345187.5,4088112.5,269.6965778249802,0.0,0.0,sensor_hq,269.6965778249802,0.0,0.0
4355962.5,4086937.5,5.699528733531532,0.0,0.0,sensor_hq,5.699528733531532,0.0,0.0
4346112.5,4098587.5,281.11373388603124,0.0,0.0,sensor_hq,281.11373388603124,0.0,0.0
4345762.5,4097437.5,297.8336780970222,0.0,0.0,sensor_hq,297.8336780970222,0.0,0.0
4352112.5,4094287.5,190.94759251930623,0.0,0.0,sensor_hq,190.94759251930623,0.0,0.0
4344912.5,4093512.5,142.56937725096046,0.0,0.0,sensor_hq,142.56937725096046,0.0,0.0
4355662.5,4092312.5,101.11571148629936,0.0,0.0,sensor_hq,101.11571148629936,0.0,0.0
4355462.5,4091662.5,82.21922405653862,0.0,0.0,sensor_hq,82.21922405653862,0.0,0.0
4347662.5,4087787.5,145.05524814081477,0.0,0.0,sensor_hq,145.05524814081477,0.0,0.0
4349212.5,4089987.5,58.35424512166909,0.0,0.0,sensor_hq,58.35424512166909,0.0,0.0
4344262.5,4097712.5,361.74144393064455,0.0,0.0,sensor_hq,361.74144393064455,0.0,0.0
4345787.5,4097012.5,316.4634086438839,0.0,0.0,sensor_hq,316.4634086438839,0.0,0.0
4352487.5,4096637.5,386.0430029235619,0.0,0.0,sensor_hq,386.0430029235619,0.0,0.0
4355762.5,4089762.5,21.3787827279636,0.0,0.0,sensor_hq,21.3787827279636,0.0,0.0
4342887.5,4095312.5,347.95931558526115,0.0,0.0,sensor_hq,347.95931558526115,0.0,0.0
4346487.5,4090562.5,119.34243131715056,0.0,0.0,sensor_hq,119.34243131715056,0.0,0.0
4347087.5,4093587.5,322.70784498663704,0.0,0.0,sensor_hq,322.70784498663704,0.0,0.0
4351787.5,4090387.5,87.78722033084328,0.0,0.0,sensor_hq,87.78722033084328,0.0,0.0
4353312.5,4088512.5,26.684533977346195,0.0,0.0,sensor_hq,26.684533977346195,0.0,0.0
4347762.5,4086187.5,52.638817328976415,0.0,0.0,sensor_hq,52.638817328976415,0.0,0.0
4353437.5,4096537.5,213.8794668532665,0.0,0.0,sensor_hq,213.8794668532665,0.0,0.0
4351487.5,4090737.5,114.20416922419057,0.0,0.0,sensor_hq,114.20416922419057,0.0,0.0
4354937.5,4091212.5,70.06133331435149,0.0,0.0,sensor_hq,70.06133331435149,0.0,0.0
4353987.5,4098462.5,303.8777240234861,0.0,0.0,sensor_hq,303.8777240234861,0.0,0.0
4343012.5,4088062.5,331.8145502945823,0.0,0.0,sensor_hq,331.8145502945823,0.0,0.0
4347987.5,4093437.5,241.69277908978972,0.0,0.0,sensor_hq,241.69277908978972,0.0,0.0
4354612.5,4098987.5,254.64590383706425,0.0,0.0,sensor_hq,254.64590383706425,0.0,0.0
4355462.5,4093587.5,157.17147041288894,0.0,0.0,sensor_hq,157.17147041288894,0.0,0.0
4349437.5,4094162.5,128.9226990677002,0.0,0.0,sensor_hq,128.9226990677002,0.0,0.0
4350362.5,4093962.5,274.15011716046587,0.0,0.0,sensor_hq,274.15011716046587,0.0,0.0
4346237.5,4096562.5,303.6720771872018,0.0,0.0,sensor_hq,303.6720771872018,0.0,0.0
4343162.5,4089687.5,437.3117312936316,0.0,0.0,sensor_hq,437.3117312936316,0.0,0.0
4348237.5,4090812.5,59.506138635677786,0.0,0.0,sensor_hq,59.506138635677786,0.0,0.0
4352737.5,4090612.5,79.27751029911794,0.0,0.0,sensor_hq,79.27751029911794,0.0,0.0
4344237.5,4099012.5,309.6459937277652,0.0,0.0,sensor_hq,309.6459937277652,0.0,0.0
4348912.5,4087012.5,64.35124552885426,0.0,0.0,sensor_hq,64.35124552885426,0.0,0.0
4349937.5,4095712.5,233.44856629237975,0.0,0.0,sensor_hq,233.44856629237975,0.0,0.0
4342237.5,4092537.5,377.4195553053631,0.0,0.0,sensor_hq,377.4195553053631,0.0,0.0
4346787.5,4097337.5,196.69401595738788,0.0,0.0,sensor_hq,196.69401595738788,0.0,0.0
4342687.5,4093712.5,314.37345774198127,0.0,0.0,sensor_hq,314.37345774198127,0.0,0.0
4343762.5,4098362.5,317.9611544127338,0.0,0.0,sensor_hq,317.9611544127338,0.0,0.0
4342112.5,4093987.5,302.1557386169161,0.0,0.0,sensor_hq,302.1557386169161,0.0,0.0
4342262.5,4098387.5,301.6956205417064,0.0,0.0,sensor_hq,301.6956205417064,0.0,0.0
4352762.5,4086037.5,27.717309063481693,0.0,0.0,sensor_hq,27.717309063481693,0.0,0.0
4343987.5,4088462.5,351.5968696232421,0.0,0.0,sensor_hq,351.5968696232421,0.0,0.0
4347512.5,4093787.5,237.09605910845607,0.0,0.0,sensor_hq,237.09605910845607,0.0,0.0
4353412.5,4098087.5,353.67659074129733,0.0,0.0,sensor_hq,353.67659074129733,0.0,0.0
4342212.5,4087312.5,303.2189942916799,0.0,0.0,sensor_hq,303.2189942916799,0.0,0.0
4351937.5,4098212.5,360.1624787090456,0.0,0.0,sensor_hq,360.1624787090456,0.0,0.0
4354012.5,4089362.5,31.41534677805628,0.0,0.0,sensor_hq,31.41534677805628,0.0,0.0
4354512.5,4096987.5,198.41707877724508,0.0,0.0,sensor_hq,198.41707877724508,0.0,0.0
4347062.5,4093587.5,328.3072501239563,0.0,0.0,sensor_hq,328.3072501239563,0.0,0.0
4349712.5,4093662.5,135.70064806843504,0.0,0.0,sensor_hq,135.70064806843504,0.0,0.0
4350687.5,4085712.5,33.11818246132697,0.0,0.0,sensor_hq,33.11818246132697,0.0,0.0
4344387.5,4088037.5,303.8206265314645,0.0,0.0,sensor_hq,303.8206265314645,0.0,0.0
4353862.5,4094037.5,114.49806729067184,0.0,0.0,sensor_hq,114.49806729067184,0.0,0.0
4345687.5,4091862.5,145.40037200807797,0.0,0.0,sensor_hq,145.40037200807797,0.0,0.0
4352362.5,4093912.5,189.1911722639529,0.0,0.0,sensor_hq,189.1911722639529,0.0,0.0
4347962.5,4094187.5,173.7116206493066,0.0,0.0,sensor_hq,173.7116206493066,0.0,0.0
4347712.5,4093812.5,225.59826155122028,0.0,0.0,sensor_hq,225.59826155122028,0.0,0.0
4348812.5,4094762.5,115.67974864296988,0.0,0.0,sensor_hq,115.67974864296988,0.0,0.0
4354937.5,4094112.5,159.66593150367066,0.0,0.0,sensor_hq,159.66593150367066,0.0,0.0
